Mean_X,Mean_Y,Mean_Z,Std_X,Std_Y,Std_Z,Sqrt_X,Sqrt_Y,Sqrt_Z,Median_X,Median_Y,Median_Z,Max_vx,Max_vy,Max_vz,Max_ax,Max_ay,Max_az,Label
1.213883092,-4.709385283,-0.857079591,16.77713451,8.261621751,9.328723432,205.3299563,116.1750884,114.3543828,0.4596616,-2.84243705,-0.43782368,40.7830374,41.4899326,31.5121407,116.1135336,65.9311066,44.2327214,1
0.752320442,-3.707187209,-0.194485539,16.97487641,9.030699771,8.344011427,207.4095366,119.218131,101.8794885,0.116113827,-1.87641265,0.23402108,70.639902,36.1588855,25.044975,107.393573,58.1439705,39.542803,1
2.009861305,-2.846027837,0.945340772,16.29822453,8.190295954,7.597629793,200.4622599,105.8774877,93.46081086,0.28021729,-1.61866935,0.553848275,41.7188685,40.8241423,32.108357,108.4480871,55.2349753,41.063334,1
-0.497553148,-3.200882446,-0.38790812,18.16921111,8.705823983,7.930465457,221.8671866,113.2685375,96.92017838,-0.188019165,-1.812412,0.13528858,75.47545,44.255359,37.369021,115.1692508,73.235095,47.4224773,1
-0.712324032,-4.263688949,-0.722790489,17.28014648,7.730204406,6.887245612,211.1114083,107.8448399,84.53432782,-0.6332997,-2.906955,-0.800290685,75.471855,32.0007558,23.2247434,114.4636465,59.9024002,42.6208067,1
0.423085327,-3.89146302,-0.915573972,16.25270228,8.655243476,5.766964769,198.4571731,115.9033881,71.28229702,0.162666205,-1.7342505,-0.1107875,68.447261,42.3174938,26.7203777,106.611342,55.7242632,42.9861534,1
2.551352803,-3.079883821,-0.799466907,17.49073948,8.755908443,6.072153369,215.7762251,113.3405339,74.76401563,0.7536746,-0.629571285,0.52677327,76.890903,42.2856852,25.9436589,114.7662973,62.391215,43.1550603,1
3.242445452,-2.880732606,0.20764271,17.13748934,7.763586917,6.899770876,212.9257041,101.1212739,84.26082249,0.46552056,-1.94674645,-0.16618125,71.351223,39.607419,32.8306595,119.1415835,58.286177,63.8744001,1
0.037128767,-4.111851003,-1.302207071,17.47371594,8.070393706,7.69679347,213.2943702,110.6374924,95.29541079,-0.119309617,-2.4338632,-0.42451721,40.6088629,41.7999245,31.42771,65.4894454,64.5071035,53.92293,1
1.719520969,-3.887414806,-0.897957862,15.45068808,9.5711205,7.301904557,189.7718457,126.1592045,89.80703181,0.96459695,-1.59867555,0.266617925,76.6035,41.0744794,29.2748305,116.0437678,54.8186614,48.073838,1
1.578112236,-4.324566391,-0.891642304,18.15788892,7.930969335,6.273370931,222.4863958,110.3513574,77.35099316,0.75118585,-3.1951176,0.13209279,77.470497,41.9895416,20.0912116,118.485532,54.5598016,31.76557103,1
0.748424454,-3.340388609,-0.149523419,17.56621717,7.989819144,6.545119458,214.6188406,105.7613998,79.91434982,0.020401883,-2.54864515,0.86579955,71.561985,41.7083117,33.641326,110.865899,59.9378782,65.0480744,1
-2.860602378,-5.343737277,-1.725859078,17.40769171,6.07647591,6.566846569,215.356887,98.91885349,82.8986492,-0.45966159,-5.54548965,-1.4585669,42.361223,27.5214913,31.6934505,112.348492,35.1388503,37.0798505,1
-0.01164533,-3.961467628,-0.396502542,18.59975785,7.262521561,6.984559641,227.0390234,101.058758,85.39560336,-0.153398085,-2.5420431,0.15733988,74.51864,40.1476993,29.8781977,115.5651973,48.2081373,49.6023817,1
-0.530054447,-3.88414763,-1.720843452,18.33441118,5.880840985,4.444736419,223.8941446,86.11648933,58.2047414,-0.11496094,-2.63168705,-1.10889405,71.89729,22.8019897,22.492826,111.3613086,52.2667557,62.4233485,1
-1.802032812,-4.653493782,-2.171309853,17.25337063,7.222851373,5.926263449,211.757501,104.9834195,77.07241493,-0.467674215,-2.96623165,-0.79140912,73.529495,44.4545635,33.748715,112.9551599,61.3873525,45.229241,1
0.746861382,-3.497954152,-0.915800087,16.78425996,6.855775751,4.662858285,205.0820964,94.01382876,58.01205332,0.29342599,-3.4828094,-0.282827695,66.114513,42.6105908,18.876305,107.5072341,62.0186308,29.5065994,1
-0.770245966,-4.167897507,-1.550861367,18.73260021,7.701305383,4.764213873,228.8550373,106.9715431,61.17792075,-0.30360037,-3.44763065,-0.633257135,75.577236,35.714689,21.941109,119.1251634,62.337727,37.09798998,1
-1.953362722,-3.817772698,-1.988836407,17.85194809,8.141874831,6.631724349,219.2201164,109.834134,84.5358264,-0.45007423,-3.6092713,-0.2083882,74.08514,36.6675033,26.63669,114.2613174,64.0581433,59.866271,1
-0.279698089,-3.403925099,-0.739260531,18.41920637,6.948631788,4.004209105,224.8611615,94.51055489,49.70911197,0.36782941,-2.97301675,-0.151014415,73.264843,35.362434,23.9369675,115.0381202,40.858043,26.063817,1
-1.93061376,-4.127242576,-0.944514578,16.12187164,8.826092548,5.63153297,198.2079399,119.0050681,69.70815264,-0.544350145,-2.53197005,0.013613152,39.7854135,41.358905,23.8271645,62.236689,59.941861,35.5687475,1
-0.587520058,-3.644259753,-2.1363368,18.90441308,7.908595189,6.416747925,230.8699314,106.3552076,82.58095225,-0.42717104,-2.84588195,-1.5986755,77.563903,44.5195445,36.640887,115.6736555,73.3232465,48.3437871,1
-1.278100407,-3.712525061,-1.377615612,18.66885679,7.128221815,5.924310982,228.4194322,98.17508207,74.25762821,0.16275829,-2.70614525,0.369441895,76.444232,40.581262,22.8149742,113.4588926,47.19511,37.0319657,1
-1.312661858,-5.297232283,-2.685871244,17.41070391,6.874029818,5.62757562,213.1319337,106.0645609,76.1633583,-0.397638545,-4.1033968,-1.421393,76.947185,39.2134518,25.1703496,112.7655537,50.0089998,36.4245476,1
0.64926086,-4.683543019,-2.699790925,18.17127583,6.332542081,4.189690221,221.9511781,96.25694039,60.89994067,0.301720943,-4.28828265,-2.6620642,71.866153,35.3628285,22.4440881,110.9719278,47.9259025,38.8451825,1
-0.987627422,-4.469002379,-2.567495317,17.23242855,5.586482139,5.743921686,210.6960931,87.44087122,76.84209552,-0.598146,-4.116555,-1.53341125,68.817293,38.6192007,36.3825755,115.3288213,61.5347457,53.2734485,1
-1.827776895,-3.44435764,-2.023747925,18.07610266,8.939013752,9.158145988,221.7796043,116.9851657,114.5041807,-0.074205043,-1.2197278,-1.00134855,71.426666,44.727271,42.2651235,113.3383474,71.145534,78.9005401,1
0.766081185,-3.987462206,0.390157089,17.58710847,8.349940999,11.63789968,214.8829526,113.0198386,142.139013,0.23171043,-1.46664475,-0.26027786,71.533245,43.203943,41.8099375,117.8880763,57.6028,73.5569555,1
1.939573806,-4.654844291,-0.185207631,18.69508354,7.783815493,10.97565212,229.4356296,110.8048558,133.994109,0.40107205,-2.382352,0.705737675,76.853782,38.83422829,38.55656,114.2796348,72.12932496,91.1827974,1
0.75198689,-4.059721012,0.174076835,19.12523854,7.139334902,9.917233225,233.6348867,100.3331726,121.0740316,0.03568636,-2.24173835,0.17470337,77.066936,42.1365481,58.448055,113.9478833,66.9041326,83.0641015,1
1.146729288,-4.900586971,-1.253875219,16.69608962,6.307497868,8.137065614,204.2850951,97.62303915,100.5056921,0.69619208,-3.68796495,-0.43835631,41.0836116,36.8350227,29.1242975,113.9809861,57.8405407,42.7016645,1
-0.640616792,-4.599395597,-2.119740998,14.77949153,6.122600552,8.270412446,180.5772151,93.58747442,104.2379675,-0.4277633,-3.59252925,-1.3617122,76.83582,41.777554,32.837014,113.3934823,54.929804,54.136735,1
1.451423747,-4.801173169,-1.636028493,16.60677699,5.555685712,6.939572158,203.4894737,89.7589577,87.04584989,0.51746255,-3.64641725,-0.9340576,78.144695,22.25381253,27.8603447,116.6379428,36.09582953,39.4390667,1
-2.271602249,-4.377559207,-2.11852336,18.110273,7.02129508,7.548292759,222.8078607,101.0937327,95.72227012,-0.246796535,-3.3679962,-0.446878435,42.8075688,40.5269335,38.4674498,73.57904366,40.5269335,55.2517478,1
-0.963784216,-4.717028571,-2.093182338,17.1951694,7.080524925,8.507661547,210.2254403,103.9591022,106.9667111,0.016504298,-3.37578,-0.85442325,72.534362,31.52381016,43.0885422,108.4933457,66.92510535,55.6863196,1
1.561657241,-4.7421102,-1.726176765,17.03020853,7.682897903,7.577788185,208.7582056,110.309349,94.88393502,0.504807975,-2.5500971,0.120423158,39.251716,41.1298731,25.5298993,113.497321,72.1334011,55.9476487,1
2.007647201,-3.519040621,-2.206941115,17.05950299,7.270443157,5.023792551,209.6844458,98.65895421,67.01584597,0.750478815,-1.79070955,-1.2640969,77.11244,39.7393786,22.794315,116.3662865,44.4479846,44.4578897,1
0.971201988,-3.934994522,-0.536028734,12.98739836,6.813380625,6.260819541,158.9770106,96.12246594,76.70450025,2.16640745,-2.81175295,-0.26946119,39.6991271,37.1504633,24.1668228,115.3063001,56.5513193,41.219104,1
-0.108277374,1.436350832,5.196067227,0.836157447,1.499710623,4.101149309,10.29239188,25.38870256,80.9688929,-0.18621277,1.29386955,7.738907,2.1499746,3.800616769,10.31831,4.42294542,7.762897538,20.36239,1
-0.457791709,2.346771025,5.269708258,0.344167021,1.781596653,3.920838669,2.725088139,14.0177956,31.25558265,-0.4670288,3.4452355,7.970625,0.827274006,4.076499513,8.22324096,1.107491296,7.789080688,16.35483886,1
2.313098243,-4.247013314,-2.099891364,3.461781389,4.094046804,5.434642109,101.9246211,144.4376806,142.6092277,2.56637875,-3.52067875,-1.09988555,17.452377,17.18035247,19.15280717,34.1826554,18.46065433,21.48555817,2
2.384369341,-4.470382808,-1.485568277,2.860438957,4.352398393,4.997544826,91.17134855,152.7667279,127.6105207,2.98599065,-4.3589355,-0.444215265,13.7691477,15.6288575,13.49457496,27.6065537,17.6299245,20.5892608,2
2.356033474,-4.353292136,-3.45766495,2.836730147,3.864572554,4.378199412,90.28129349,142.536694,136.584324,2.8584559,-4.3349855,-2.18126405,11.2960754,16.73189171,13.62019944,22.8879358,26.93227971,23.67123874,2
2.531039105,-4.723957378,-3.652557859,2.70246458,4.289690504,3.731992472,90.65528632,156.2431737,127.8571088,3.26860295,-4.74513245,-3.119513,10.8953203,15.58825416,13.8371579,21.0541718,19.07580117,15.5663619,2
2.934980482,-4.838503294,-2.284236158,3.269348873,4.460916465,4.036224071,107.5684101,161.1416586,113.5297875,3.79371095,-5.04091725,-0.85167893,12.8871198,17.31267556,22.7494077,24.574844,22.03518266,24.8151117,2
2.731924799,-5.170179305,-2.88726321,3.197871995,4.351270273,3.153308428,102.9740387,165.4679748,104.6797133,3.67395995,-5.7127204,-1.96870605,14.6954443,20.9197707,12.0117604,28.1107506,22.9627217,13.4423595,2
3.059441006,-5.143989114,-0.288642849,2.959555738,4.255653157,3.822186442,104.2244246,163.4766469,93.81282015,4.02363265,-6.0546093,0.094275903,13.4104266,20.67317337,11.40733798,26.0520515,23.70766437,23.95709996,2
2.831475547,-5.409846081,0.810203049,2.638706606,4.529562795,2.286775974,94.76841785,172.7700996,59.38210722,3.75898315,-6.5413971,0.22583606,16.061943,16.57014573,10.16447776,30.616221,21.38054173,19.52183402,2
2.700087167,-4.588028789,-2.740147691,3.000710292,4.155875741,3.871514866,98.83236068,151.5767644,116.1173261,3.5781591,-4.5301795,-0.77604515,14.6720325,16.88082588,13.6046687,29.144081,18.15617488,14.9434827,2
2.91022391,-4.216280593,-3.584744195,3.686473347,3.776945621,4.311841189,114.9874049,138.6042526,137.2837472,4.12601985,-4.115841,-2.89438115,14.405165,15.859597,15.1273726,28.9240935,17.809142,17.07628166,2
2.695833094,-4.535440468,-1.165387593,2.915221029,3.927295464,4.799639439,97.21686745,146.9043849,120.8874007,3.45780945,-4.84632205,-0.249271875,13.0473655,15.79773329,14.3561601,25.3173907,18.20592429,22.2763296,2
2.011531786,-5.280307697,-2.479606504,2.490155246,4.223761763,3.361980158,78.37141757,165.575504,102.271758,2.6393116,-6.328839,-1.1837384,9.8728993,14.26866157,12.01730866,19.656944,18.3856554,13.3457873,2
2.30330049,-4.644136731,-2.807607494,2.543504572,4.262431724,4.15078677,84.01366422,154.3490518,122.6775666,2.9464729,-4.8936236,-2.0285816,12.8210659,17.7475454,11.7312347,25.7882281,19.1881484,21.76912284,2
2.599956646,-4.916455853,-3.111756078,2.953848868,3.884574165,3.327213753,96.34455561,153.4333173,111.5390335,3.46200065,-5.89294565,-3.0279034,16.3717125,13.18511565,11.4120482,33.0511852,14.29760065,13.30293614,2
2.668108509,-5.107276361,-2.600590942,2.491415772,4.118216864,3.323603522,89.3832545,160.653134,103.3179647,3.4141003,-6.2156744,-1.84236875,10.722682,14.26957766,12.56611334,21.161605,19.02188215,13.10020234,2
2.475800148,-4.630843987,1.977750359,2.573401494,3.956659089,3.611020035,87.4332121,149.1451144,100.7846111,3.2991394,-4.7517188,0.5062736,11.199333,13.25330872,10.5294524,21.31013,15.36451822,18.88615367,2
2.411849152,-4.686707197,-1.773008806,2.398754032,4.037527798,4.548333069,83.28786419,151.4721473,119.4899537,2.9147172,-5.12055185,-0.38387815,10.5458746,16.37364325,13.6461034,18.0740247,28.06373425,21.87067412,2
2.160096013,-5.492416443,-2.163258806,3.75642146,5.292052993,4.137352492,106.0750653,186.749758,114.2860748,2.9380902,-5.037325,-0.74486772,15.343393,18.6817014,13.66853725,32.933315,19.7687011,19.32436448,2
2.211593124,-5.046307624,-4.265231446,3.245398652,5.125356156,3.807859135,96.14427347,176.1091382,140.0024803,2.89797365,-4.21224065,-4.4715014,17.615375,27.60088044,15.2380478,33.2764146,31.70354644,17.0845192,2
1.378513197,-4.971344511,-4.425326964,2.171754381,4.532589817,3.661968559,62.97120706,164.7259471,140.6510201,1.79954435,-4.70681215,-5.061275,10.933717,17.86695,13.2745667,21.6435,19.767398,14.7690873,2
2.04371554,-5.255919945,-2.535894673,2.849806362,4.225382953,3.850827741,85.85324867,165.1341257,112.875829,2.58961485,-6.17316265,-1.6178357,13.2139757,15.5914776,12.8073284,26.6746383,18.34019239,17.5588456,2
